"Gene"	"Element"	"Class"
"1315_tnpA_AP011943.1"	"transposase"	"tnpA"
"1469_tnpA_AKOF01000005.1"	"transposase"	"tnpA"
"1483_tnpA1_LT608328.1"	"transposase"	"tnpA1"
"1583_tnpA_AKPD01000014.1"	"transposase"	"tnpA"
"1620_tnpA_JN968483.3"	"transposase"	"tnpA"
"1869_tnpA_13_CP012683.1"	"transposase"	"tnpA"
"1961_IS91_CP002449.1"	"insertion_element_IS91"	"IS91"
"2008_tnpA_AKPB01000021.1"	"transposase"	"tnpA"
"2188_tnpA_AKPM01000005.1"	"transposase"	"tnpA"
"2199_tnpA_AKOE01000003.1"	"transposase"	"tnpA"
"575_tnpA_AKOP01000009.1"	"transposase"	"tnpA"
"1294_IS91_CU928162.2"	"insertion_element_IS91"	"IS91"
"2013_tniB_AP013064.1"	"tniB"	"tniB"
"2137_IS91_CU928162.2"	"insertion_element_IS91"	"IS91"
"2395_IS91_FCOG02000101.1"	"insertion_element_IS91"	"IS91"
"2494_IS91_MIVN01000038.1"	"insertion_element_IS91"	"IS91"
"2677_IS91_CP005973.1"	"insertion_element_IS91"	"IS91"
"2743_tnpA_CT573071.1"	"transposase"	"tnpA"
"599_IS91_CP004852.1"	"insertion_element_IS91"	"IS91"
"863_qacEdelta_AF347074.1"	"qacEdelta"	"qacEdelta"
"1300_IS91_FN543503.1"	"insertion_element_IS91"	"IS91"
"1570_tniA_KF743817.1"	"tniA"	"tniA"
"1924_Tn916-orf7_KC414929"	"Tn916"	"Tn916-orf7"
"1970_tnpA_AM420293.1"	"transposase"	"tnpA"
"2060_IS91_JPKL01000146.1"	"insertion_element_IS91"	"IS91"
"1064_IS91_FCOG02000101.1"	"insertion_element_IS91"	"IS91"
"175_IncHI1A_1__AF250878"	"plasmid"	"IncHI1A"
"179_IncHI1A(CIT)_1_pNDM-CIT_JX182975"	"plasmid"	"IncHI1A(CIT)"
"2119_IS91_CU928162.2"	"insertion_element_IS91"	"IS91"
"2540_tnpA_CU459003.1"	"transposase"	"tnpA"
"585_tnpA_JN788266.1"	"transposase"	"tnpA"
"766_IS91_CP000616.1"	"insertion_element_IS91"	"IS91"
"408_tnpA_FJ744165.1"	"transposase"	"tnpA"
"1844_IS292_L29283"	"IS292"	"IS292"
"1418_IS91_FCOX02000103.1"	"insertion_element_IS91"	"IS91"
"160_IncA/C2_1__JN157804"	"plasmid"	"IncA/C2"
"194_IncA/C_1__FJ705807"	"plasmid"	"IncA/C"
"1978_tnpA_AH013325.2"	"transposase"	"tnpA"
"2131_IS91_CP017007.1"	"insertion_element_IS91"	"IS91"
"2154_IS91_AJHK02000009.1"	"insertion_element_IS91"	"IS91"
"2731_tnpA_KU736874.1"	"transposase"	"tnpA"
"492_IS91_JNMV01000066.1"	"insertion_element_IS91"	"IS91"
"879_tnpA_U95957.1"	"transposase"	"tnpA"
"912_IS91_CU928162.2"	"insertion_element_IS91"	"IS91"
"1149_tniB_ALDT01000214.1"	"tniB"	"tniB"
"1776_IS91_JOQL01000002.1"	"insertion_element_IS91"	"IS91"
"525_IS91_MNPD01000059.1"	"insertion_element_IS91"	"IS91"
"640_tnpA_AL513382.1"	"transposase"	"tnpA"
"976_tnpA_CP013215.1"	"transposase"	"tnpA"
"1066_IS91_CP001350.1"	"insertion_element_IS91"	"IS91"
"1084_tnpA_CP000352.1"	"transposase"	"tnpA"
"1439_IS91_LGTC01000001.1"	"insertion_element_IS91"	"IS91"
"2190_tnpA_JN412066.1"	"transposase"	"tnpA"
"2195_tnpA_HM371194.1"	"transposase"	"tnpA"
"2381_IS91_CP000529.1"	"insertion_element_IS91"	"IS91"
"2700_tnpA_ADNY01000061.1"	"transposase"	"tnpA"
"1380_IS91_CP018683.2"	"insertion_element_IS91"	"IS91"
"2053_tniA_JX235356.1"	"tniA"	"tniA"
"1047_IS91_CP004393.1"	"insertion_element_IS91"	"IS91"
"1214_IS91_CYEP01000026.1"	"insertion_element_IS91"	"IS91"
"1471_tnpA_CBZT010000006.1"	"transposase"	"tnpA"
"1682_IS91_ABHC01000001.1"	"insertion_element_IS91"	"IS91"
"1766_IS91_CP002738.1"	"insertion_element_IS91"	"IS91"
"2143_IS91_CP002738.1"	"insertion_element_IS91"	"IS91"
"2466_IS91_CP002798.1"	"insertion_element_IS91"	"IS91"
"818_tnpA_Y17749.1"	"transposase"	"tnpA"
"1541_ISHa1942"	"ISHa1942"	"ISHa1942"
"1729_IS91_CP000267.1"	"insertion_element_IS91"	"IS91"
"1756_IS91_CP000267.1"	"insertion_element_IS91"	"IS91"
"1882_IS91_AJVX01000039.1"	"insertion_element_IS91"	"IS91"
"2080_ISHa1152"	"ISHa1152"	"ISHa1152"
"2095_tnpA_CDAF01000046.1"	"transposase"	"tnpA"
"474_IS91_AY545598.5"	"insertion_element_IS91"	"IS91"
"577_tnpA_APZX01000083.1"	"transposase"	"tnpA"
"855_IS91_CXZV01000067.1"	"insertion_element_IS91"	"IS91"
"1040_tnpA_CAHS01000022.1"	"transposase"	"tnpA"
"1104_IS91_CP002868.1"	"insertion_element_IS91"	"IS91"
"1405_IS91_JOSO01000047.1"	"insertion_element_IS91"	"IS91"
"1575_IS91_CP001053.1"	"insertion_element_IS91"	"IS91"
"1720_IS91_AQAX01000058.1"	"insertion_element_IS91"	"IS91"
"1877_tnpA_CP000352.1"	"transposase"	"tnpA"
"1911_IS91_AQAY01000096.1"	"insertion_element_IS91"	"IS91"
"2543_tnpA_AY545598.5"	"transposase"	"tnpA"
"2609_IS91_ABLD01000034.1"	"insertion_element_IS91"	"IS91"
"2613_tnpA_KX029332.1"	"transposase"	"tnpA"
"2649_IS91_MTKG01000140.1"	"insertion_element_IS91"	"IS91"
"2675_IS91_CP001052.1"	"insertion_element_IS91"	"IS91"
"2732_tnpA_AZXZ01000020.1"	"transposase"	"tnpA"
"694_IS91_AE014073.1"	"insertion_element_IS91"	"IS91"
"69_rep14_2_ORF(pKQ10)_EFU01917"	"plasmid"	"rep14"
"897_IS91_ABLD01000034.1"	"insertion_element_IS91"	"IS91"
"2524_tnpA_FN649418.1"	"transposase"	"tnpA"
"1173_IS91_CP000618.1"	"insertion_element_IS91"	"IS91"
"1630_IS91_LRLC01000007.1"	"insertion_element_IS91"	"IS91"
"1780_tnpA_EF682209.1"	"transposase"	"tnpA"
"1942_IS91_MNRB01000036.1"	"insertion_element_IS91"	"IS91"
"1945_IS91_CP002738.1"	"insertion_element_IS91"	"IS91"
"2187_tnpA_KM975501.1"	"transposase"	"tnpA"
"2651_IS91_CP002349.1"	"insertion_element_IS91"	"IS91"
"2667_IS91_CP000272.1"	"insertion_element_IS91"	"IS91"
"1060_intI1_KX029331.1"	"integrase"	"intI1"
"1442_IS91_CP011072.1"	"insertion_element_IS91"	"IS91"
"1588_intI1_JN983048.1"	"integrase"	"intI1"
"1608_IS91_AJHK02000009.1"	"insertion_element_IS91"	"IS91"
"1733_IS91_CP002959.1"	"insertion_element_IS91"	"IS91"
"1782_tnpA_CXAQ01000302.1"	"transposase"	"tnpA"
"1937_IS91_ABHC01000011.1"	"insertion_element_IS91"	"IS91"
"2590_IS91_CP000697.1"	"insertion_element_IS91"	"IS91"
"2767_tnpA_KR780671.1"	"transposase"	"tnpA"
"2641_IS91_MJVB01000045.1"	"insertion_element_IS91"	"IS91"
"1589_IS91_CP002417.1"	"insertion_element_IS91"	"IS91"
"1616_tnpA_JN106171.1"	"transposase"	"tnpA"
"1939_IS91_CP000529.1"	"insertion_element_IS91"	"IS91"
"1951_tnpA_CP000042.1"	"transposase"	"tnpA"
"2455_tnpA_AY509004.1"	"transposase"	"tnpA"
"2663_IS91_CP005188.1"	"insertion_element_IS91"	"IS91"
"372_tnpA_GU327621.1"	"transposase"	"tnpA"
"511_IS91_CP002417.1"	"insertion_element_IS91"	"IS91"
"509_IS91_LGMY01000073.1"	"insertion_element_IS91"	"IS91"
"1680_tnpA_CT573071.1"	"transposase"	"tnpA"
"1901_tnpA_AM235768.1"	"transposase"	"tnpA"
"211_IncFII(pseudo)_1_pseudo_NC_011759"	"plasmid"	"IncFII(pseudo)"
"2584_tnpA-1_HG916826.1"	"transposase"	"tnpA-1"
"885_IS91_CP013251.1"	"insertion_element_IS91"	"IS91"
"988_IS91_AP012547.1"	"insertion_element_IS91"	"IS91"
"998_tnpA3_CAHS01000014.1"	"transposase"	"tnpA3"
"158_IncFIA_1__AP001918"	"plasmid"	"IncFIA"
"178_IncFIA(HI1)_1_HI1_AF250878"	"plasmid"	"IncFIA(HI1)"
"1669_IS91_CP009122.1"	"insertion_element_IS91"	"IS91"
"2583_tnpA_KR258747.1"	"transposase"	"tnpA"
"2600_IS91_CP012199.1"	"insertion_element_IS91"	"IS91"
"540_IS91_CU459003.1"	"insertion_element_IS91"	"IS91"
"870_IS91_CP001635.1"	"insertion_element_IS91"	"IS91"
"990_tnpA2_CP002879.1"	"transposase"	"tnpA2"
"1280_tnpA_CAGD01000038.1"	"transposase"	"tnpA"
"2202_tnpA_Y10102.1"	"transposase"	"tnpA"
"2502_IS91_HG916855.1"	"insertion_element_IS91"	"IS91"
"681_tnpA_JN415682.1"	"transposase"	"tnpA"
"1431_IS91_AIEX01000012.1"	"insertion_element_IS91"	"IS91"
"1786_tnpA_AKOV01000003.1"	"transposase"	"tnpA"
"2124_IS91_CP001281.2"	"insertion_element_IS91"	"IS91"
"269_intI1_EU014075.1"	"integrase"	"intI1"
"799_tnpA_FJ628167.2"	"transposase"	"tnpA"
"2444_tnpA_X87814.1"	"transposase"	"tnpA"
"1373_tnpA_CP006582.1"	"transposase"	"tnpA"
"1674_tnpA7_HE578057.1"	"transposase"	"tnpA7"
"1710_IS91_CP000697.1"	"insertion_element_IS91"	"IS91"
"1714_IS91_FCOK02000015.1"	"insertion_element_IS91"	"IS91"
"1996_tnpA_3_FJNZ01000004.1"	"transposase"	"tnpA"
"2483_tnpA_CP002196.1"	"transposase"	"tnpA"
"2516_IS91_CXCB01000085.1"	"insertion_element_IS91"	"IS91"
"2668_tnpA_KP893385.1"	"transposase"	"tnpA"
"314_tnpA_CP002474.1"	"transposase"	"tnpA"
"987_IS91_CP000514.1"	"insertion_element_IS91"	"IS91"
"241_IncX1_4__JN935898"	"plasmid"	"IncX1"
"703_IS91_LGNA01000003.1"	"insertion_element_IS91"	"IS91"
"1189_IS91_LGMC01000237.1"	"insertion_element_IS91"	"IS91"
"1274_IS91_CP001349.1"	"insertion_element_IS91"	"IS91"
"1854_IS91_CP001918.1"	"insertion_element_IS91"	"IS91"
"1972_tnpA_EU935738.1"	"transposase"	"tnpA"
"2127_IS91_CP004393.1"	"insertion_element_IS91"	"IS91"
"2169_IS91_CP002784.1"	"insertion_element_IS91"	"IS91"
"2666_IS91_CP005083.1"	"insertion_element_IS91"	"IS91"
"888_IS91_CU459003.1"	"insertion_element_IS91"	"IS91"
"167_IncX1_1__EU370913"	"plasmid"	"IncX1"
"168_IncX2_1__JQ269335"	"plasmid"	"IncX2"
"182_IncX3_1__JN247852"	"plasmid"	"IncX3"
"183_IncX3(pEC14)_1_pEC14_JN935899"	"plasmid"	"IncX3(pEC14)"
"184_IncX4_1__CP002895"	"plasmid"	"IncX4"
"195_IncX5_1__NC_015054"	"plasmid"	"IncX5"
"196_IncX6_1__AM942760"	"plasmid"	"IncX6"
"239_IncX1_3__CP001123"	"plasmid"	"IncX1"
"1041_IS91_AIGD01000018.1"	"insertion_element_IS91"	"IS91"
"1330_IS91_CXES01000100.1"	"insertion_element_IS91"	"IS91"
"2373_IS91_CXFA01000138.1"	"insertion_element_IS91"	"IS91"
"2594_IS91_CP002783.1"	"insertion_element_IS91"	"IS91"
"2622_IS91_AHUG01000018.1"	"insertion_element_IS91"	"IS91"
"2665_IS91_CP003837.1"	"insertion_element_IS91"	"IS91"
"359_tnpA_FR718870.1"	"transposase"	"tnpA"
"925_tnpA_CP002124.1"	"transposase"	"tnpA"
"928_IS91_CP005973.1"	"insertion_element_IS91"	"IS91"
"1080_IS91_LN554846.1"	"insertion_element_IS91"	"IS91"
"1269_IS91_CP002783.1"	"insertion_element_IS91"	"IS91"
"1391_IS91_CP002783.1"	"insertion_element_IS91"	"IS91"
"161_P1_alpha_BN000925"	"plasmid"	"P1"
"1708_tnpA_CP002572.1"	"transposase"	"tnpA"
"2238_tnpA_AKNZ01000001.1"	"transposase"	"tnpA"
"916_tnpA_AKOI01000002.1"	"transposase"	"tnpA"
"981_IS91_CDSA010000003.1"	"insertion_element_IS91"	"IS91"
"2412_tnpA_AY607094.1"	"transposase"	"tnpA"
"1252_IS91_APYM01000365.1"	"insertion_element_IS91"	"IS91"
"1282_IS91_AQAY01000084.1"	"insertion_element_IS91"	"IS91"
"1314_IS91_AQER01000011.1"	"insertion_element_IS91"	"IS91"
"1377_IS91_AQAT01000033.1"	"insertion_element_IS91"	"IS91"
"1413_IS91_JOQU01000050.1"	"insertion_element_IS91"	"IS91"
"1443_IS91_AQDE01000182.1"	"insertion_element_IS91"	"IS91"
"1477_tnpA_JGVR01000088.1"	"transposase"	"tnpA"
"1511_IS91_AQGG01000193.1"	"insertion_element_IS91"	"IS91"
"1527_IS91_AVRH01000089.1"	"insertion_element_IS91"	"IS91"
"1601_IS91_AQCM01000111.1"	"insertion_element_IS91"	"IS91"
"1606_IS91_LCVH01000264.1"	"insertion_element_IS91"	"IS91"
"1672_tnpA_AE014299.2"	"transposase"	"tnpA"
"1704_IS91_AQAT01000090.1"	"insertion_element_IS91"	"IS91"
"1719_IS91_APYS01000005.1"	"insertion_element_IS91"	"IS91"
"1736_IS91_CXDK01000097.1"	"insertion_element_IS91"	"IS91"
"1784_IS91_APYK01000160.1"	"insertion_element_IS91"	"IS91"
"1849_IS91_APYM01000351.1"	"insertion_element_IS91"	"IS91"
"1941_IS91_AQBF01000082.1"	"insertion_element_IS91"	"IS91"
"1962_IS91_AQBK01000080.1"	"insertion_element_IS91"	"IS91"
"2072_IS91_CP000266.1"	"insertion_element_IS91"	"IS91"
"2151_IS91_AQEI01000252.1"	"insertion_element_IS91"	"IS91"
"2388_IS91_AGTD01000001.1"	"insertion_element_IS91"	"IS91"
"2611_IS91_APZD01000009.1"	"insertion_element_IS91"	"IS91"
"2680_IS91_AGTD01000001.1"	"insertion_element_IS91"	"IS91"
"2720_IS91_AQAT01000121.1"	"insertion_element_IS91"	"IS91"
"2778_tnpA_CP002124.1"	"transposase"	"tnpA"
"290_IS91_AQCX01000089.1"	"insertion_element_IS91"	"IS91"
"300_IS91_CELV01000241.1"	"insertion_element_IS91"	"IS91"
"335_IS91_AQDA01000008.1"	"insertion_element_IS91"	"IS91"
"358_IS91_AQCM01000121.1"	"insertion_element_IS91"	"IS91"
"373_IS91_AQEW01000015.1"	"insertion_element_IS91"	"IS91"
"374_IS91_AQAU01000017.1"	"insertion_element_IS91"	"IS91"
"377_IS91_AFAS01000241.1"	"insertion_element_IS91"	"IS91"
"388_IS91_CXGV01000152.1"	"insertion_element_IS91"	"IS91"
"393_IS91_APYO01000088.1"	"insertion_element_IS91"	"IS91"
"399_IS91_AQBB01000072.1"	"insertion_element_IS91"	"IS91"
"410_IS91_JMGV01000152.1"	"insertion_element_IS91"	"IS91"
"428_tnpA_JX077110.1"	"transposase"	"tnpA"
"450_IS91_AQDV01000025.1"	"insertion_element_IS91"	"IS91"
"476_IS91_APYO01000094.1"	"insertion_element_IS91"	"IS91"
"484_IS91_CYEP01000047.1"	"insertion_element_IS91"	"IS91"
"507_IS91_AQBD01000003.1"	"insertion_element_IS91"	"IS91"
"522_IS91_AQAU01000033.1"	"insertion_element_IS91"	"IS91"
"529_IS91_AQCT01000008.1"	"insertion_element_IS91"	"IS91"
"534_IS91_AQAT01000123.1"	"insertion_element_IS91"	"IS91"
"537_IS91_APXD01000215.1"	"insertion_element_IS91"	"IS91"
"538_IS91_AQDZ01000117.1"	"insertion_element_IS91"	"IS91"
"558_IS91_JOSO01000067.1"	"insertion_element_IS91"	"IS91"
"619_IS91_AQAT01000100.1"	"insertion_element_IS91"	"IS91"
"623_IS91_APXB01000113.1"	"insertion_element_IS91"	"IS91"
"637_IS91_CP002186.1"	"insertion_element_IS91"	"IS91"
"647_IS91_JNQO01000039.1"	"insertion_element_IS91"	"IS91"
"656_IS91_AQAW01000116.1"	"insertion_element_IS91"	"IS91"
"668_IS91_APYJ01000096.1"	"insertion_element_IS91"	"IS91"
"671_IS91_AQAX01000029.1"	"insertion_element_IS91"	"IS91"
"701_IS91_APZR01000041.1"	"insertion_element_IS91"	"IS91"
"709_IS91_JOQU01000022.1"	"insertion_element_IS91"	"IS91"
"714_IS91_CP003150.1"	"insertion_element_IS91"	"IS91"
"716_tnpA_KT988018.1"	"transposase"	"tnpA"
"737_IS91_AQEO01000016.1"	"insertion_element_IS91"	"IS91"
"802_IS91_AQAV01000154.1"	"insertion_element_IS91"	"IS91"
"815_IS91_AERO01000170.1"	"insertion_element_IS91"	"IS91"
"842_IS91_CU459003.1"	"insertion_element_IS91"	"IS91"
"894_IS91_AQDT01000099.1"	"insertion_element_IS91"	"IS91"
"911_IS91_JNMR01000037.1"	"insertion_element_IS91"	"IS91"
"973_IS91_CP002730.1"	"insertion_element_IS91"	"IS91"
"980_IS91_JOOW01000006.1"	"insertion_element_IS91"	"IS91"
"983_IS91_AQAV01000153.1"	"insertion_element_IS91"	"IS91"
"1515_ISBthe5_NC004663"	"ISBthe5"	"ISBthe5"
"1566_ISBf10_NC006347"	"ISBf10"	"ISBf10"
"447_IS91_CP000473.1"	"insertion_element_IS91"	"IS91"
"674_tnpA_FN806773.1"	"transposase"	"tnpA"
"1397_IS91_MNRX01000006.1"	"insertion_element_IS91"	"IS91"
"966_tnpA_Z96935.2"	"transposase"	"tnpA"
"1402_IS91_CP000356.1"	"insertion_element_IS91"	"IS91"
"1739_IS91_CP000473.1"	"insertion_element_IS91"	"IS91"
"2091_tnpA_AM260957.1"	"transposase"	"tnpA"
"2184_tnpA_CP007448.1"	"transposase"	"tnpA"
"2270_tnpA_HG322949.1"	"transposase"	"tnpA"
"2803_tnpA1_CP001894.1"	"transposase"	"tnpA1"
"282_IS91_CP000036.1"	"insertion_element_IS91"	"IS91"
"896_IS91_AAOH01000001.1"	"insertion_element_IS91"	"IS91"
"1042_IS91_CP000473.1"	"insertion_element_IS91"	"IS91"
"1622_tnpA_JX077110.1"	"transposase"	"tnpA"
"1767_tnpA_AP017356.1"	"transposase"	"tnpA"
"2129_IS91_CP003917.1"	"insertion_element_IS91"	"IS91"
"2449_tnpA_AYLZ02000164.1"	"transposase"	"tnpA"
"2698_tnpA_CQDS01000010.1"	"transposase"	"tnpA"
"906_tnpA_FQ482074.1"	"transposase"	"tnpA"
"991_IS91_AAOH01000001.1"	"insertion_element_IS91"	"IS91"
"1152_ISBf10_NC006347"	"ISBf10"	"ISBf10"
"415_tnpA_KM055106.1"	"transposase"	"tnpA"
"1341_Tn916-orf9_KC414929"	"Tn916"	"Tn916-orf9"
"1824_tnpA_AIGV01000005.1"	"transposase"	"tnpA"
"2639_qacEdelta_AF313472.2"	"qacEdelta"	"qacEdelta"
"848_IS91_LRKT01000253.1"	"insertion_element_IS91"	"IS91"
"930_tnpA_AAMK02000010.1"	"transposase"	"tnpA"
"1518_IS292_L29283"	"IS292"	"IS292"
"1234_IS91_CP000698.1"	"insertion_element_IS91"	"IS91"
"1238_tnpA_JX077110.1"	"transposase"	"tnpA"
"1399_IS91_DQ388534.1"	"insertion_element_IS91"	"IS91"
"1919_istB_FP929140.1"	"istB"	"istB"
"2018_IS91_MIWD01000272.1"	"insertion_element_IS91"	"IS91"
"2586_IS91_CP002736.1"	"insertion_element_IS91"	"IS91"
"342_IS91_CP000034.1"	"insertion_element_IS91"	"IS91"
"868_tnpA_JX077110.1"	"transposase"	"tnpA"
"971_IS91_MIWD01000140.1"	"insertion_element_IS91"	"IS91"
"1251_IS91_CP000616.1"	"insertion_element_IS91"	"IS91"
"1320_IS91_CU928162.2"	"insertion_element_IS91"	"IS91"
"1713_IS91_AE014073.1"	"insertion_element_IS91"	"IS91"
"1922_qacEdelta_EF184217.1"	"qacEdelta"	"qacEdelta"
"2399_IS91_CYEP01000026.1"	"insertion_element_IS91"	"IS91"
"240_IncX1_2__CP003417"	"plasmid"	"IncX1"
"2484_qacEdelta_KF921520.1"	"qacEdelta"	"qacEdelta"
"267_qacEdelta_HM138673.1"	"qacEdelta"	"qacEdelta"
"419_intI1_FJ790886.1"	"integrase"	"intI1"
"1359_IS292_L29283"	"IS292"	"IS292"
"1521_IS679_NC002142"	"IS679"	"IS679"
"1006_tnpA_JX194160.1"	"transposase"	"tnpA"
"1346_tnpA_AAWD01000085.1"	"transposase"	"tnpA"
"1368_tnpA_JX486125.1"	"transposase"	"tnpA"
"1639_IS911"	"insertion_element_IS911"	"IS911"
"1892_IS91_CP004387.1"	"insertion_element_IS91"	"IS91"
"2066_IS91_LRLC01000006.1"	"insertion_element_IS91"	"IS91"
"2414_tnpA_AE017355.1"	"transposase"	"tnpA"
"583_IS91_CU928162.2"	"insertion_element_IS91"	"IS91"
"2045_ISBthe5_NC004663"	"ISBthe5"	"ISBthe5"
"1893_IS91_APYJ01000111.1"	"insertion_element_IS91"	"IS91"
"463_IS91_APYJ01000108.1"	"insertion_element_IS91"	"IS91"
"2644_IS91_CP002447.1"	"insertion_element_IS91"	"IS91"
"649_tnpA_CCYR01000042.1"	"transposase"	"tnpA"
"1070_intI1_JN983045.1"	"integrase"	"intI1"
"1597_IS91_CP005083.1"	"insertion_element_IS91"	"IS91"
"1678_IS91_CP001392.1"	"insertion_element_IS91"	"IS91"
"1993_tnpA_AB576781.2"	"transposase"	"tnpA"
"2039_tnpA_FN806773.1"	"transposase"	"tnpA"
"2104_tnpA_CP000353.2"	"transposase"	"tnpA"
"2219_tnpA_KJ933392.1"	"transposase"	"tnpA"
"2623_IS91_AM902716.1"	"insertion_element_IS91"	"IS91"
"880_IS91_CP004387.1"	"insertion_element_IS91"	"IS91"
"892_IS91_CP004387.1"	"insertion_element_IS91"	"IS91"
"422_tnpA_JN048641.1"	"transposase"	"tnpA"
"1002_tnpA_JQ364968.1"	"transposase"	"tnpA"
"959_IS91_AP014651.1"	"insertion_element_IS91"	"IS91"
"1983_tnpA_JNMH01000096.1"	"transposase"	"tnpA"
"1031_IS91_CP000490.1"	"insertion_element_IS91"	"IS91"
"1224_IS91_CP000831.1"	"insertion_element_IS91"	"IS91"
"1865_tnpA_KR071788.1"	"transposase"	"tnpA"
"1960_IS91_AAUJ02000001.1"	"insertion_element_IS91"	"IS91"
"2251_tnpA_FO117623.1"	"transposase"	"tnpA"
"2589_IS91_FQ482074.1"	"insertion_element_IS91"	"IS91"
"2624_IS91_CP002287.1"	"insertion_element_IS91"	"IS91"
"503_IS91_CP002738.1"	"insertion_element_IS91"	"IS91"
"692_tnpA_HM560971.1"	"transposase"	"tnpA"
"721_qacEdelta_CP012682.1"	"qacEdelta"	"qacEdelta"
"2723_IS292_L29283"	"IS292"	"IS292"
"2120_IS91_CWST01000109.1"	"insertion_element_IS91"	"IS91"
"2243_tnpA1_AY208917.2"	"transposase"	"tnpA1"
"2277_qacEdelta_CT025799.2"	"qacEdelta"	"qacEdelta"
"2315_IS91_CP009122.1"	"insertion_element_IS91"	"IS91"
"2468_IS91_JPGY02000001.1"	"insertion_element_IS91"	"IS91"
"2744_tnpA_AY033500.1"	"transposase"	"tnpA"
"423_IS91_CP017633.1"	"insertion_element_IS91"	"IS91"
"986_IS91_HE798385.1"	"insertion_element_IS91"	"IS91"
"1458_IS91_CP000616.1"	"insertion_element_IS91"	"IS91"
"148_IncHI2_1__BX664015"	"plasmid"	"IncHI2"
"1560_tnpA_FN822748.1"	"transposase"	"tnpA"
"1607_IS91_CP005083.1"	"insertion_element_IS91"	"IS91"
"1648_tnpA_CP000354.2"	"transposase"	"tnpA"
"1702_IS91_AM902716.1"	"insertion_element_IS91"	"IS91"
"1837_IS91_CP012199.1"	"insertion_element_IS91"	"IS91"
"2028_tnpA_CP000354.2"	"transposase"	"tnpA"
"2153_IS91_AE014073.1"	"insertion_element_IS91"	"IS91"
"2569_tnpA_KU356987.1"	"transposase"	"tnpA"
"2643_IS91_AJHK02000009.1"	"insertion_element_IS91"	"IS91"
"2724_ISSfl3_AL391753"	"ISSfl3"	"ISSfl3"
"816_tnpA3_HE577112.1"	"transposase"	"tnpA3"
"826_IS91_CP001383.1"	"insertion_element_IS91"	"IS91"
"891_IS91_CP004393.1"	"insertion_element_IS91"	"IS91"
"1028_IS91_CP000490.1"	"insertion_element_IS91"	"IS91"
"1172_IS91_CP000539.1"	"insertion_element_IS91"	"IS91"
"1184_IS91_CP000490.1"	"insertion_element_IS91"	"IS91"
"1437_IS91_CP002657.1"	"insertion_element_IS91"	"IS91"
"1448_IS91_CP002449.1"	"insertion_element_IS91"	"IS91"
"1461_IS91_CP000490.1"	"insertion_element_IS91"	"IS91"
"1538_tnpA_KU736879.1"	"transposase"	"tnpA"
"1697_IS91_CP002657.1"	"insertion_element_IS91"	"IS91"
"1948_tnpA_JOQE01000050.1"	"transposase"	"tnpA"
"2432_tnpA_AB238971.1"	"transposase"	"tnpA"
"2513_IS91_CP002417.1"	"insertion_element_IS91"	"IS91"
"2518_IS91_LGMG01000109.1"	"insertion_element_IS91"	"IS91"
"263_IncI2_1__KP347127"	"plasmid"	"IncI2"
"839_IS91_CP000539.1"	"insertion_element_IS91"	"IS91"
"974_IS91_CP002449.1"	"insertion_element_IS91"	"IS91"
"2329_tnpA_AE014299.2"	"transposase"	"tnpA"
"1009_tnpA_AY305378.1"	"transposase"	"tnpA"
"1045_IS91_CP000721.1"	"insertion_element_IS91"	"IS91"
"1248_IS91_AP012304.1"	"insertion_element_IS91"	"IS91"
"1631_IS91_CP000471.1"	"insertion_element_IS91"	"IS91"
"1868_tnpA_CP006582.1"	"transposase"	"tnpA"
"2511_tnpA_BX908798.1"	"transposase"	"tnpA"
"2626_tnpA_CP002474.1"	"transposase"	"tnpA"
"1174_IS91_CP001046.1"	"insertion_element_IS91"	"IS91"
"1679_tnpA_CP006582.1"	"transposase"	"tnpA"
"1906_tnpA_AY036070.1"	"transposase"	"tnpA"
"2102_tnpA_1_CXLK01000124.1"	"transposase"	"tnpA"
"2214_delta"	"delta"	"delta"
"2683_IS91_AP014611.1"	"insertion_element_IS91"	"IS91"
"426_IS91_CP001921.1"	"insertion_element_IS91"	"IS91"
"1204_tnpA_EU213261.1"	"transposase"	"tnpA"
"156_IncI2_1_Delta_AP002527"	"plasmid"	"IncI2"
"1026_tnpA_FN806773.1"	"transposase"	"tnpA"
"1179_IS91_AP014580.1"	"insertion_element_IS91"	"IS91"
"2071_IS91_FCOM02000090.1"	"insertion_element_IS91"	"IS91"
"2481_IS91_AFHD01000025.1"	"insertion_element_IS91"	"IS91"
"706_tnpA_AOEK01000039.1"	"transposase"	"tnpA"
"862_IS91_LGMY01000049.1"	"insertion_element_IS91"	"IS91"
"1297_IS91_CP003837.1"	"insertion_element_IS91"	"IS91"
"1703_IS91_CP000681.1"	"insertion_element_IS91"	"IS91"
"1705_IS91_CP000302.1"	"insertion_element_IS91"	"IS91"
"1810_IS91_CP000891.1"	"insertion_element_IS91"	"IS91"
"2141_IS91_CP003879.1"	"insertion_element_IS91"	"IS91"
"2292_IS91_CP007448.1"	"insertion_element_IS91"	"IS91"
"2596_IS91_CP000503.1"	"insertion_element_IS91"	"IS91"
"2679_IS91_AVRH01000083.1"	"insertion_element_IS91"	"IS91"
"1287_tnpA_JN788266.1"	"transposase"	"tnpA"
"946_tnpA_Y17741.1"	"transposase"	"tnpA"
"1382_tnpA_CWGN01000004.1"	"transposase"	"tnpA"
"1455_tnpA_CPYL01000013.1"	"transposase"	"tnpA"
